Work Item Type,Title,Area Path,Tags,Model Name,Object Type,Table Name,Measure Name,Definition,Format String,Display Folder,Hidden,Lifecycle Status,Governance Status,Source Artefact,Business Definition,Technical Notes,Dependencies,Replacement Measure,Owner,Validation Status
Task,Measure register: Forecast Pay,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,Forecast Pay,"CALCULATE( [Forecast GBP (Display)], REMOVEFILTERS(dim_accounts), KEEPFILTERS(dim_accounts[Level8Name] = ""Pay"") )",General Number (PBI_FormatHint),_Core GL\PL,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,[Forecast GBP (Display)],,Finance / BI owner to confirm,Pending regression test
Task,Measure register: Forecast Non Pay,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,Forecast Non Pay,"CALCULATE( [Forecast GBP (Display)], REMOVEFILTERS(dim_accounts), KEEPFILTERS(dim_accounts[Level8Name] = ""Non-Pay"") )",General Number (PBI_FormatHint),_Core GL\PL,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,[Forecast GBP (Display)],,Finance / BI owner to confirm,Pending regression test
Task,Measure register: NHSP Bank WTW (GLX),Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,NHSP Bank WTW (GLX),"CALCULATE( [Actual WTW (GLX) Base], USERELATIONSHIP( dim_date[DateKey], fact_gl_transactions[DateKey] ), KEEPFILTERS( LEFT( fact_gl_transactions[GlAccount], 2 ) = ""58"" ), KEEPFILTERS( fact_gl_transactions[GlSubTypeId] = ""NH"" ) )",General Number (PBI_FormatHint),_Core GL\WF,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,[Actual WTW (GLX) Base],,Finance / BI owner to confirm,Pending regression test
Task,Measure register: NHSP Agency WTW (GLX),Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,NHSP Agency WTW (GLX),"CALCULATE( [Actual WTW (GLX) Base], USERELATIONSHIP( dim_date[DateKey], fact_gl_transactions[DateKey] ), KEEPFILTERS( LEFT( fact_gl_transactions[GlAccount], 2 ) = ""59"" ), KEEPFILTERS( fact_gl_transactions[GlSubTypeId] = ""NH"" ) )",General Number (PBI_FormatHint),_Core GL\WF,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,[Actual WTW (GLX) Base],,Finance / BI owner to confirm,Pending regression test
Task,Measure register: Budget WTC (Display),Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,Budget WTC (Display),"VAR Result = Calculate( [Budget WTC Base] ) RETURN COALESCE(Result, BLANK())",General Number (PBI_FormatHint),_Core GL\WF,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,[Budget WTC Base],,Finance / BI owner to confirm,Pending regression test
Task,Measure register: Budget WTW (Display),Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,Budget WTW (Display),"VAR Result = Calculate( [Budget WTC Base] ) RETURN COALESCE(Result, BLANK())",General Number (PBI_FormatHint),_Core GL\WF,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,[Budget WTC Base],,Finance / BI owner to confirm,Pending regression test
Task,Measure register: PO NetAmount Base,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,PO NetAmount Base,SUM(fact_purchase_orders[NetAmount]),General Number (PBI_FormatHint),_Base,Yes,Current - Hidden,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,,,Finance / BI owner to confirm,Pending regression test
Task,Measure register: PO NetForAmount Base,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,PO NetForAmount Base,SUM(fact_purchase_orders[NetForAmount]),General,_Base,Yes,Current - Hidden,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,,,Finance / BI owner to confirm,Pending regression test
Task,Measure register: PL NetValue Base,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,PL NetValue Base,SUM(fact_purchase_lines[NetValue]),General Number (PBI_FormatHint),_Base,Yes,Current - Hidden,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,,,Finance / BI owner to confirm,Pending regression test
Task,Measure register: PL InvoiceValue Base,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,PL InvoiceValue Base,SUM(fact_purchase_lines[InvoicedValue]),General Number (PBI_FormatHint),_Base,Yes,Current - Hidden,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,,,Finance / BI owner to confirm,Pending regression test
Task,Measure register: PL O\s InvoiceAmt Base,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,PL O\s InvoiceAmt Base,SUM(fact_purchase_lines[OutstandingInvValue]),General Number (PBI_FormatHint),_Base,Yes,Current - Hidden,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,,,Finance / BI owner to confirm,Pending regression test
Task,Measure register: PL O\s ReceiptAmt Base,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,PL O\s ReceiptAmt Base,SUM(fact_purchase_lines[OutstandingInvValue]),General Number (PBI_FormatHint),_Base,Yes,Current - Hidden,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,,,Finance / BI owner to confirm,Pending regression test
Task,Measure register: PL ReceiptAmt Base,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,PL ReceiptAmt Base,SUM(fact_purchase_lines[ReceivedValue]),General Number (PBI_FormatHint),_Base,Yes,Current - Hidden,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,,,Finance / BI owner to confirm,Pending regression test
Task,Measure register: PL QtyOrdered Base,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,PL QtyOrdered Base,SUM(fact_purchase_lines[QtyOrdered]),General Number (PBI_FormatHint),_Base,Yes,Current - Hidden,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,,,Finance / BI owner to confirm,Pending regression test
Task,Measure register: PL QtyInvoiced Base,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,PL QtyInvoiced Base,SUM(fact_purchase_lines[QtyInvoiced]),General Number (PBI_FormatHint),_Base,Yes,Current - Hidden,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,,,Finance / BI owner to confirm,Pending regression test
Task,Measure register: PL QtyReceived Base,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,PL QtyReceived Base,SUM(fact_purchase_lines[QtyReceived]),General Number (PBI_FormatHint),_Base,Yes,Current - Hidden,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,,,Finance / BI owner to confirm,Pending regression test
Task,Measure register: PL QtyOutstanding Base,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,PL QtyOutstanding Base,SUM(fact_purchase_lines[QtyOutstanding]),General Number (PBI_FormatHint),_Base,Yes,Current - Hidden,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,,,Finance / BI owner to confirm,Pending regression test
Task,Measure register: Actual Non Pay (GLX),Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,Actual Non Pay (GLX),"CALCULATE( [Actual GBP (GLX) Base], REMOVEFILTERS(dim_accounts), dim_accounts[Level8Name] = ""Non-Pay"" )",General Number (PBI_FormatHint),_Core GL\PL,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,[Actual GBP (GLX) Base],,Finance / BI owner to confirm,Pending regression test
Task,Measure register: Actual Income (GLX),Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,Actual Income (GLX),"CALCULATE( [Actual GBP (GLX) Base], REMOVEFILTERS(dim_accounts), dim_accounts[Level8Name] = ""Income"" )",General Number (PBI_FormatHint),_Core GL\PL,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,[Actual GBP (GLX) Base],,Finance / BI owner to confirm,Pending regression test
Task,Measure register: Actual Pay (GLX),Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,Actual Pay (GLX),"CALCULATE( [Actual GBP (GLX) Base], REMOVEFILTERS(dim_accounts), dim_accounts[Level8Name] = ""Pay"" )",General Number (PBI_FormatHint),_Core GL\PL,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,[Actual GBP (GLX) Base],,Finance / BI owner to confirm,Pending regression test
Task,Measure register: Actual Line Amount (GLX),Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,Actual Line Amount (GLX),CALCULATE( [Actual GBP (GLX) Base] ),General Number (PBI_FormatHint),_Core GL\PL,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,[Actual GBP (GLX) Base],,Finance / BI owner to confirm,Pending regression test
Task,Measure register: Budget NHSP Agency,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,Budget NHSP Agency,"CALCULATE( [Budget GBP (Scaled)], REMOVEFILTERS(dim_accounts), KEEPFILTERS(dim_accounts[Level8Name] = ""Pay""), KEEPFILTERS(dim_accounts[PayType] = ""Agency"") )",General Number (PBI_FormatHint),_Core GL\PL,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,[Budget GBP (Scaled)],,Finance / BI owner to confirm,Pending regression test
Task,Measure register: Budget NHSP Bank,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,Budget NHSP Bank,"CALCULATE( [Budget GBP (Scaled)], REMOVEFILTERS(dim_accounts), KEEPFILTERS(dim_accounts[Level8Name] = ""Pay""), KEEPFILTERS(dim_accounts[PayType] = ""Bank"") )",General Number (PBI_FormatHint),_Core GL\PL,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,[Budget GBP (Scaled)],,Finance / BI owner to confirm,Pending regression test
Task,Measure register: Current UPN,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,Current UPN,USERPRINCIPALNAME(),General Number (PBI_FormatHint),_Helpers,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,,,Finance / BI owner to confirm,Pending regression test
Task,Measure register: Current Username,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,Current Username,USERNAME(),General Number (PBI_FormatHint),_Helpers,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,,,Finance / BI owner to confirm,Pending regression test
Task,Measure register: Account Type,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,Account Type,SELECTEDVALUE(dim_accounts[Level8Name]),General Number (PBI_FormatHint),_Helpers,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,,,Finance / BI owner to confirm,Pending regression test
Task,Measure register: Actual PMTD (RLS Safe),Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,Actual PMTD (RLS Safe),"VAR IsPL = MAX ( dim_account_hierarchy[BalSheetClass] ) = ""PL"" VAR CurrYear = MAX ( dim_date[FiscalYearNumber] ) VAR CurrPeriod = MAX ( dim_date[FiscalMonthNumber] ) VAR PrevYear = IF ( CurrPeriod = 1, CurrYear - 1, CurrYear ) VAR PrevPeriod = IF ( CurrPeriod = 1, 12, CurrPeriod - 1 ) VAR Result = IF ( IsPL, CALCULATE ( [Actual GBP (Display)], dim_date[FiscalYearNumber] = PrevYear, dim_date[FiscalMonthNumber] = PrevPeriod ) ) RETURN COALESCE(Result, Blank())",General,FS Presentation\PL,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,[Actual GBP (Display)],,Finance / BI owner to confirm,Pending regression test
Task,Measure register: Actual MTD (RLS Safe),Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,Actual MTD (RLS Safe),"VAR CurrYear = MAX ( dim_date[FiscalYearNumber] ) VAR CurrPeriod = MAX ( dim_date[FiscalMonthNumber] ) VAR Result = CALCULATE ( [Actual GBP (Scaled)], dim_date[FiscalYearNumber] = CurrYear, dim_date[FiscalMonthNumber] = CurrPeriod ) RETURN COALESCE(Result, Blank())",General,FS Presentation\PL,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,[Actual GBP (Scaled)],,Finance / BI owner to confirm,Pending regression test
Task,Measure register: Actual YTD (RLS Safe),Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,Actual YTD (RLS Safe),"VAR _CurrYear = MAX ( dim_date[FiscalYearNumber] ) VAR _CurrMonth = MAX ( dim_date[FiscalMonthNumber] ) VAR Result = CALCULATE ( [Actual GBP (Display)], dim_date[FiscalYearNumber] = _CurrYear, dim_date[FiscalMonthNumber] <= _CurrMonth ) RETURN COALESCE(Result, Blank())",General,FS Presentation\PL,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,[Actual GBP (Display)],,Finance / BI owner to confirm,Pending regression test
Task,Measure register: Budget FY (RLS Safe),Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,Budget FY (RLS Safe),"VAR _CurrYear = MAX ( dim_date[FiscalYearNumber] ) VAR Result = CALCULATE ( [Budget GBP (Display)], REMOVEFILTERS ( dim_date[FiscalMonthNumber] ), dim_date[FiscalYearNumber] = _CurrYear ) RETURN COALESCE(Result, Blank())",General,FS Presentation\PL,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,[Budget GBP (Display)],,Finance / BI owner to confirm,Pending regression test
Task,Measure register: Budget MTD (RLS Safe),Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,Budget MTD (RLS Safe),"VAR _CurrYear = MAX ( dim_date[FiscalYearNumber] ) VAR _CurrMonth = MAX ( dim_date[FiscalMonthNumber] ) VAR Result = CALCULATE ( [Budget GBP (Display)], dim_date[FiscalYearNumber] = _CurrYear, dim_date[FiscalMonthNumber] = _CurrMonth ) RETURN COALESCE(Result, Blank())",General,FS Presentation\PL,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,[Budget GBP (Display)],,Finance / BI owner to confirm,Pending regression test
Task,Measure register: Budget YTD (RLS Safe),Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,Budget YTD (RLS Safe),"VAR _CurrYear = MAX ( dim_date[FiscalYearNumber] ) VAR _CurrMonth = MAX ( dim_date[FiscalMonthNumber] ) VAR Result = CALCULATE ( [Budget GBP (Display)], dim_date[FiscalYearNumber] = _CurrYear, dim_date[FiscalMonthNumber] <= _CurrMonth ) RETURN COALESCE(Result, Blank())",General,FS Presentation\PL,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,[Budget GBP (Display)],,Finance / BI owner to confirm,Pending regression test
Task,Measure register: MoM (RLS Safe),Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,MoM (RLS Safe),"VAR _CurrYear = MAX ( dim_date[FiscalYearNumber] ) VAR _CurrMonth = MAX ( dim_date[FiscalMonthNumber] ) VAR _PrevYear = IF ( _CurrMonth = 1, _CurrYear - 1, _CurrYear ) VAR _PrevMonth = IF ( _CurrMonth = 1, 12, _CurrMonth - 1 ) VAR CurrentValue = CALCULATE ( [Actual GBP (Display)], dim_date[FiscalYearNumber] = _CurrYear, dim_date[FiscalMonthNumber] = _CurrMonth ) VAR PreviousValue = CALCULATE ( [Actual GBP (Display)], dim_date[FiscalYearNumber] = _PrevYear, dim_date[FiscalMonthNumber] = _PrevMonth ) RETURN COALESCE(CurrentValue, 0) - COALESCE(PreviousValue, 0)",General Number (PBI_FormatHint),FS Presentation\PL,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,[Actual GBP (Display)],,Finance / BI owner to confirm,Pending regression test
Task,Measure register: YoY YTD (RLS Safe),Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,YoY YTD (RLS Safe),"VAR _CurrYear = MAX ( dim_date[FiscalYearNumber] ) VAR _CurrMonth = MAX ( dim_date[FiscalMonthNumber] ) VAR _CurrentYTD = CALCULATE ( [Actual GBP (Display)], dim_date[FiscalYearNumber] = _CurrYear, dim_date[FiscalMonthNumber] <= _CurrMonth ) VAR _PriorYearYTD = CALCULATE ( [Actual GBP (Display)], dim_date[FiscalYearNumber] = _CurrYear - 1, dim_date[FiscalMonthNumber] <= _CurrMonth ) RETURN COALESCE(_CurrentYTD, BLANK()) - COALESCE(_PriorYearYTD, BLANK())",General,FS Presentation\PL,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,[Actual GBP (Display)],,Finance / BI owner to confirm,Pending regression test
Task,Measure register: Var Budget Outturn (RLS Safe),Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,Var Budget Outturn (RLS Safe),"VAR _CurrYear = MAX ( dim_date[FiscalYearNumber] ) VAR _OutturnFY = CALCULATE ( [PL Budget Outturn GBP], dim_date[FiscalYearNumber] = _CurrYear ) VAR _BudgetFY = CALCULATE ( [Budget GBP (Display)], dim_date[FiscalYearNumber] = _CurrYear ) RETURN COALESCE(_OutturnFY, 0) - COALESCE(_BudgetFY, 0)",General Number (PBI_FormatHint),FS Presentation\PL,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,[Budget GBP (Display)]; [PL Budget Outturn GBP],,Finance / BI owner to confirm,Pending regression test
Task,Measure register: YoY YTD (RLS Safe) %,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,YoY YTD (RLS Safe) %,"VAR _CurrYear = MAX ( dim_date[FiscalYearNumber] ) VAR _CurrMonth = MAX ( dim_date[FiscalMonthNumber] ) VAR _CurrentYTD = CALCULATE ( [Actual GBP (Display)], dim_date[FiscalYearNumber] = _CurrYear, dim_date[FiscalMonthNumber] <= _CurrMonth ) VAR _PriorYearYTD = CALCULATE ( [Actual GBP (Display)], dim_date[FiscalYearNumber] = _CurrYear - 1, dim_date[FiscalMonthNumber] <= _CurrMonth ) VAR CurrentSafe = COALESCE ( _CurrentYTD, 0 ) VAR PriorSafe = COALESCE ( _PriorYearYTD, 0 ) RETURN DIVIDE ( CurrentSafe - PriorSafe, PriorSafe, 0 )",General Number (PBI_FormatHint),FS Presentation\PL,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,[Actual GBP (Display)],,Finance / BI owner to confirm,Pending regression test
Task,Measure register: YoY YTD Direction (RLS Safe),Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,YoY YTD Direction (RLS Safe),"VAR StatementClass = SELECTEDVALUE ( dim_accounts[StatementClass], ""UNKNOWN"" ) VAR IsPL = StatementClass = ""SOCI"" VAR VarValue = COALESCE ( [YoY YTD (RLS Safe)], 0 ) VAR IsExpense = SELECTEDVALUE ( dim_accounts[Level7Name] ) = ""Cost"" RETURN IF ( NOT IsPL, 0, SWITCH ( TRUE(), VarValue = 0, 0, -- EXPENSE LOGIC (Costs) IsExpense && VarValue > 0, 1, -- ↑ cost = adverse IsExpense && VarValue < 0, -1, -- ↓ cost = favourable -- INCOME LOGIC (everything else) NOT IsExpense && VarValue > 0, 1, -- ↑ income = favourable NOT IsExpense && VarValue < 0, -1, -- ↓ income = adverse 0 ) )",General Number (PBI_FormatHint),FS Presentation\PL,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,[YoY YTD (RLS Safe)],,Finance / BI owner to confirm,Pending regression test
Task,Measure register: Actual PYTD (RLS Safe),Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,Actual PYTD (RLS Safe),"VAR CurrYear = MAX ( dim_date[FiscalYearNumber] ) VAR CurrMonth = MAX ( dim_date[FiscalMonthNumber] ) VAR PriorYear = CurrYear - 1 VAR Result = CALCULATE ( [Actual GBP (Display)], dim_date[FiscalYearNumber] = PriorYear, dim_date[FiscalMonthNumber] <= CurrMonth ) RETURN COALESCE(Result, Blank())",General,FS Presentation\PL,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,[Actual GBP (Display)],,Finance / BI owner to confirm,Pending regression test
Task,Measure register: Actual WTC (RLS Safe),Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,Actual WTC (RLS Safe),"VAR CurrYear = MAX ( dim_date[FiscalYearNumber] ) VAR CurrMonth = MAX ( dim_date[FiscalMonthNumber] ) VAR Result = CALCULATE ( [Actual WTC (Display)], dim_date[FiscalYearNumber] = CurrYear, dim_date[FiscalMonthNumber] = CurrMonth ) RETURN IF ( ISBLANK ( Result ) || Result = 0, BLANK (), Result )",General Number (PBI_FormatHint),FS Presentation\WF,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,[Actual WTC (Display)],,Finance / BI owner to confirm,Pending regression test
Task,Measure register: Actual WTP (RLS Safe),Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,Actual WTP (RLS Safe),"VAR _CurrYear = MAX ( dim_date[FiscalYearNumber] ) VAR _CurrMonth = MAX ( dim_date[FiscalMonthNumber] ) VAR Result = CALCULATE ( [Actual WTP (Display)], dim_date[FiscalYearNumber] = _CurrYear, dim_date[FiscalMonthNumber] = _CurrMonth ) RETURN IF ( Result = 0, BLANK (), Result )",General Number (PBI_FormatHint),FS Presentation\WF,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,[Actual WTP (Display)],,Finance / BI owner to confirm,Pending regression test
Task,Measure register: Actual WTW (RLS Safe),Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,Actual WTW (RLS Safe),"VAR CurrYear = MAX ( dim_date[FiscalYearNumber] ) VAR CurrMonth = MAX ( dim_date[FiscalMonthNumber] ) RETURN CALCULATE ( [Actual WTW (Display)], FILTER ( ALL ( dim_date ), dim_date[FiscalYearNumber] = CurrYear && dim_date[FiscalMonthNumber] = CurrMonth ) )",General Number (PBI_FormatHint),FS Presentation\WF,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,[Actual WTW (Display)],,Finance / BI owner to confirm,Pending regression test
Task,Measure register: Var Budget WTW,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,Var Budget WTW,[Actual WTW (RLS Safe)] - [Budget WTW (RLS Safe)],General Number (PBI_FormatHint),FS Presentation\WF,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,[Actual WTW (RLS Safe)]; [Budget WTW (RLS Safe)],,Finance / BI owner to confirm,Pending regression test
